,key,count,u,sd,radio
2534,扶贫,325,0.42539267015706805,2.071680442589165,0.0015082326298008204
2940,精神,315,0.412303664921466,1.5954565062201942,0.0014618254719607952
90,案件,311,0.40706806282722513,1.6634562533451918,0.0014432626088247851
1013,环境,310,0.40575916230366493,1.3331301345231834,0.0014386218930407826
299,时间,309,0.40445026178010474,0.8770183907441133,0.0014339811772567802
1861,提高,299,0.3913612565445026,1.002969605980705,0.0013875740194167548
265,孩子,298,0.3900523560209424,2.0934191593948013,0.0013829333036327522
40,发现,297,0.3887434554973822,0.8879512892457893,0.0013782925878487499
1381,国家,297,0.3887434554973822,1.1378151840807311,0.0013782925878487499
2046,宣传,294,0.38481675392670156,1.3580541057571145,0.0013643704404967421
366,相关,292,0.38219895287958117,0.8807505653009747,0.0013550890089287372
428,城市,287,0.3756544502617801,1.3634787035594187,0.0013318854300087245
776,村民,286,0.3743455497382199,1.6194925946334628,0.0013272447142247221
1721,文化,285,0.3730366492146597,1.4775840048540727,0.0013226039984407195
697,网络,284,0.3717277486910995,2.0045475656039193,0.001317963282656717
983,技术,284,0.3717277486910995,1.4268855807092253,0.001317963282656717
15,进一步,279,0.36518324607329844,0.7965068370694094,0.0012947597037367043
1805,推动,279,0.36518324607329844,1.084254695370801,0.0012947597037367043
259,经济,273,0.35732984293193715,1.845042193660749,0.0012669154090326892
138,嫌疑人,273,0.35732984293193715,1.9254173038053997,0.0012669154090326892
661,实施,272,0.35602094240837695,1.0700603213755906,0.0012622746932486866
374,部门,271,0.35471204188481675,0.9221100093633023,0.0012576339774646843
2515,投资,268,0.3507853403141361,2.8068817424116808,0.0012437118301126765
534,信息,268,0.3507853403141361,1.0547670419326225,0.0012437118301126765
1433,创业,267,0.3494764397905759,3.967343637813606,0.0012390711143286741
135,单位,262,0.34293193717277487,1.028656917932728,0.0012158675354086614
1026,学校,255,0.3337696335078534,1.4813277065790298,0.0011833825249206438
2570,时代,252,0.3298429319371728,1.500952045198645,0.0011694603775686363
239,发生,246,0.3219895287958115,1.070471041926051,0.001141616082864621
953,重点,245,0.3206806282722513,0.9654778712817369,0.0011369753670806184
137,犯罪,244,0.3193717277486911,1.3829479854123852,0.001132334651296616
334,落实,237,0.3102094240837696,0.9984310658759529,0.0010998496408085984
5062,文明,231,0.3023560209424084,1.540807175645598,0.0010720053461045832
1009,领导,230,0.3010471204188482,0.8464514563418741,0.0010673646303205806
3879,居民,228,0.29842931937172773,1.2879817379105516,0.0010580831987525756
52,执行,223,0.2918848167539267,2.3043390719772123,0.001034879619832563
2002,全省,222,0.2905759162303665,2.445382815543658,0.0010302389040485603
2487,贫困户,221,0.2892670157068063,1.468433749413718,0.001025598188264558
24,整治,219,0.28664921465968585,1.1486510787586122,0.0010163167566965528
79,万元,218,0.28534031413612565,1.162704647572704,0.0010116760409125505
1768,能力,217,0.28403141361256545,0.828086223937308,0.0010070353251285479
293,方式,217,0.28403141361256545,0.6949180060082017,0.0010070353251285479
668,工程,217,0.28403141361256545,1.2638894798183715,0.0010070353251285479
767,责任,217,0.28403141361256545,0.9112754579465653,0.0010070353251285479
910,集团,215,0.281413612565445,2.1994384796374544,0.0009977538935605427
9,农村,214,0.2801047120418848,1.3217401417768275,0.0009931131777765403
2473,生产,213,0.2787958115183246,1.1381169917634077,0.0009884724619925378
558,交通,211,0.2761780104712042,1.3231459362756626,0.0009791910304245326
432,一名,204,0.2670157068062827,0.956495841789606,0.000946706019936515
1822,打造,202,0.2643979057591623,0.8175618322824676,0.0009374245883685099
2358,乡村,201,0.2630890052356021,1.374798467761959,0.0009327838725845074
66,公安局,200,0.2617801047120419,1.034262494742449,0.000928143156800505
1564,系统,197,0.25785340314136124,1.1960836960469425,0.0009142210094484973
1777,建立,196,0.25654450261780104,0.7611375467303115,0.0009095802936644949
955,确保,196,0.25654450261780104,0.72808585861675,0.0009095802936644949
2457,健康,193,0.2526178010471204,1.1216765608102568,0.0008956581463124872
80,代表,192,0.2513089005235602,0.8140255245200312,0.0008910174305284847
153,成功,192,0.2513089005235602,0.8837985759063636,0.0008910174305284847
989,攻坚,191,0.25,1.4603731682607417,0.0008863767147444822
7417,党员,191,0.25,1.465350234210417,0.0008863767147444822
5654,特色,190,0.2486910994764398,1.0567962411736704,0.0008817359989604797
2112,合作,190,0.2486910994764398,1.4033285309066112,0.0008817359989604797
1001,参加,190,0.2486910994764398,0.8130502553003002,0.0008817359989604797
367,政府,190,0.2486910994764398,1.0215678234724765,0.0008817359989604797
361,全市,189,0.24738219895287958,0.9737291119647103,0.0008770952831764771
1424,家庭,188,0.24607329842931938,1.1528535859652744,0.0008724545673924746
4244,十九,186,0.24345549738219896,2.029594306972708,0.0008631731358244696
1,保障,186,0.24345549738219896,0.8280860479190302,0.0008631731358244696
2015,解决,185,0.24214659685863874,0.8281475545515093,0.000858532420040467
608,利用,184,0.24083769633507854,0.6633230389701846,0.0008538917042564645
1097,参与,184,0.24083769633507854,0.6652933601620882,0.0008538917042564645
188,亿元,183,0.2395287958115183,1.438167629136094,0.0008492509884724619
1870,希望,182,0.23821989528795812,0.7584373301813894,0.0008446102726884595
33,车辆,182,0.23821989528795812,0.8560134188745392,0.0008446102726884595
21,市场,180,0.2356020942408377,1.6739206025371693,0.0008353288411204544
2793,综合,179,0.2342931937172775,0.9140289721453486,0.0008306881253364519
1035,老师,179,0.2342931937172775,1.4010831239653767,0.0008306881253364519
1012,医院,176,0.23036649214659685,0.9565860323586562,0.0008167659779844443
2038,街道,176,0.23036649214659685,1.305466782422196,0.0008167659779844443
252,支持,172,0.225130890052356,0.6634455679399998,0.0007982031148484342
478,干部,172,0.225130890052356,0.9668620750197643,0.0007982031148484342
1551,主任,172,0.225130890052356,1.1073964742723676,0.0007982031148484342
221,思想,170,0.22251308900523561,0.9215999210184851,0.0007889216832804291
805,专业,170,0.22251308900523561,1.5197026489708667,0.0007889216832804291
2862,政策,168,0.2198952879581152,0.7933010718356005,0.0007796402517124241
1877,产品,166,0.21727748691099477,1.2260336955510742,0.000770358820144419
1794,基础,166,0.21727748691099477,0.5846547052878232,0.000770358820144419
236,努力,165,0.21596858638743455,0.6440027741170485,0.0007657181043604166
1796,精准,165,0.21596858638743455,0.8463981537011073,0.0007657181043604166
331,第一,164,0.21465968586387435,0.7656935982631348,0.0007610773885764141
596,抓获,164,0.21465968586387435,0.9885687089741352,0.0007610773885764141
2995,帮扶,162,0.21204188481675393,1.0839357948899764,0.000751795957008409
152,警方,160,0.2094240837696335,1.0641843433976161,0.000742514525440404
1790,资源,157,0.2054973821989529,0.7724767953366611,0.0007285923780883963
2041,加快,157,0.2054973821989529,0.967662777005674,0.0007285923780883963
2759,行业,156,0.20418848167539266,1.1491630511717998,0.0007239516623043939
4944,增强,156,0.20418848167539266,0.7524719873813281,0.0007239516623043939
4141,市民,156,0.20418848167539266,0.9203701212472206,0.0007239516623043939
1224,数据,156,0.20418848167539266,1.585531769572792,0.0007239516623043939
1020,介绍,155,0.20287958115183247,0.540170450609102,0.0007193109465203913
2528,基地,154,0.20157068062827224,0.844289300526615,0.0007146702307363888
1755,业务,154,0.20157068062827224,0.8177046500774233,0.0007146702307363888
357,专项,153,0.20026178010471204,0.7579666566089229,0.0007100295149523862
278,关注,153,0.20026178010471204,0.5559901383491449,0.0007100295149523862
4320,生态,153,0.20026178010471204,0.8967998810537777,0.0007100295149523862
194,法院,152,0.19895287958115182,1.2662467046385975,0.0007053887991683837
2586,会议,150,0.19633507853403143,0.7890951010112061,0.0006961073676003787
1862,负责人,150,0.19633507853403143,0.646048326021299,0.0006961073676003787
68,派出所,150,0.19633507853403143,0.8753262493951858,0.0006961073676003787
911,有限公司,149,0.1950261780104712,0.8813294322229146,0.0006914666518163761
696,视频,148,0.193717277486911,1.7503921362184018,0.0006868259360323736
3014,培训,147,0.19240837696335078,0.8382529053808921,0.0006821852202483711
2365,目标,146,0.19109947643979058,0.5895270342042788,0.0006775445044643686
375,联合,146,0.19109947643979058,0.626401899835038,0.0006775445044643686
4378,基层,146,0.19109947643979058,1.402295040349115,0.0006775445044643686
3157,做好,145,0.18979057591623036,0.5893721445677906,0.0006729037886803661
1185,两个,145,0.18979057591623036,0.5828333470736367,0.0006729037886803661
1021,来到,145,0.18979057591623036,0.5265402766646938,0.0006729037886803661
830,大队,144,0.18848167539267016,0.8757078836997081,0.0006682630728963635
1678,持续,143,0.18717277486910994,0.5662542848590864,0.0006636223571123611
383,过程,143,0.18717277486910994,0.5209703507717912,0.0006636223571123611
932,办理,143,0.18717277486910994,0.8754733986756532,0.0006636223571123611
336,特别,142,0.18586387434554974,0.47039194535427326,0.0006589816413283585
2779,改革,142,0.18586387434554974,0.8402435281901807,0.0006589816413283585
1873,模式,142,0.18586387434554974,0.6923479549637981,0.0006589816413283585
3252,道路,141,0.18455497382198952,0.653006059466006,0.000654340925544356
300,小时,141,0.18455497382198952,0.5678580486133178,0.000654340925544356
1599,工作人员,141,0.18455497382198952,0.7429550459133513,0.000654340925544356
353,打击,141,0.18455497382198952,1.157076388584165,0.000654340925544356
27,检查,140,0.18324607329842932,0.6048215594201528,0.0006497002097603534
648,资金,140,0.18324607329842932,0.6444591375516797,0.0006497002097603534
1724,微信,140,0.18324607329842932,0.6607402291945154,0.0006497002097603534
2767,农业,139,0.18193717277486912,1.1161855474767897,0.0006450594939763509
3782,主题,139,0.18193717277486912,0.5940357743393782,0.0006450594939763509
352,成立,139,0.18193717277486912,0.5850447151529067,0.0006450594939763509
64,上午,137,0.1793193717277487,0.4872773894008094,0.0006357780624083459
1836,内容,137,0.1793193717277487,0.5522653549022397,0.0006357780624083459
7810,教师,136,0.17801047120418848,1.2261308270882152,0.0006311373466243433
218,影响,136,0.17801047120418848,0.5024503772348202,0.0006311373466243433
3745,完善,136,0.17801047120418848,0.6350865235493193,0.0006311373466243433
1170,这是,136,0.17801047120418848,0.5587200485611483,0.0006311373466243433
586,电话,135,0.17670157068062828,0.6324889899268382,0.0006264966308403408
310,作用,135,0.17670157068062828,0.5395141514421545,0.0006264966308403408
1120,爱心,134,0.17539267015706805,1.0673139670863532,0.0006218559150563383
421,各类,134,0.17539267015706805,0.6529560599499687,0.0006218559150563383
2633,去年,134,0.17539267015706805,1.0979480699117474,0.0006218559150563383
5191,书记,134,0.17539267015706805,0.7156079988961376,0.0006218559150563383
145,期间,133,0.17408376963350786,0.49549370821420896,0.0006172151992723358
1767,治理,133,0.17408376963350786,0.9241394197201319,0.0006172151992723358
6155,梯田,133,0.17408376963350786,3.2678857299276904,0.0006172151992723358
341,依法,133,0.17408376963350786,0.9284428197454485,0.0006172151992723358
3957,部署,132,0.17277486910994763,0.5155994448796637,0.0006125744834883332
709,平安,132,0.17277486910994763,1.101920642516715,0.0006125744834883332
94,小区,132,0.17277486910994763,0.9151717090085317,0.0006125744834883332
18,质量,131,0.17146596858638743,0.8407762210451162,0.0006079337677043307
3644,知识,131,0.17146596858638743,0.5468344924616827,0.0006079337677043307
4140,志愿者,130,0.17015706806282724,1.3079085355848372,0.0006032930519203281
10793,党建,130,0.17015706806282724,1.3740969927997004,0.0006032930519203281
578,下午,129,0.168848167539267,0.5393314697001819,0.0005986523361363257
3934,强化,129,0.168848167539267,0.76029790589257,0.0005986523361363257
1942,带领,129,0.168848167539267,0.624156414940964,0.0005986523361363257
1781,机制,129,0.168848167539267,0.6133685763990759,0.0005986523361363257
857,交警,129,0.168848167539267,0.9845518560380204,0.0005986523361363257
4954,意识,128,0.16753926701570682,0.4930411057293385,0.0005940116203523232
1526,创建,128,0.16753926701570682,0.7098434017622999,0.0005940116203523232
2762,团队,128,0.16753926701570682,1.4778334028008688,0.0005940116203523232
849,地方,127,0.1662303664921466,0.5029192040373446,0.0005893709045683206
390,建成,127,0.1662303664921466,0.6062145757044768,0.0005893709045683206
1742,小学,127,0.1662303664921466,1.2300144660861103,0.0005893709045683206
2711,增长,127,0.1662303664921466,1.5601873432162958,0.0005893709045683206
32,执法,126,0.1649214659685864,0.8772396471829189,0.0005847301887843181
2804,优化,125,0.16361256544502617,0.7774950112555994,0.0005800894730003156
1681,国际,125,0.16361256544502617,0.7286904932117626,0.0005800894730003156
2009,指导,125,0.16361256544502617,0.5147379853296078,0.0005800894730003156
1838,发布,124,0.16230366492146597,0.7374727231053181,0.0005754487572163131
41,销售,123,0.16099476439790575,1.0439550595116909,0.0005708080414323105
378,违法,122,0.15968586387434555,1.0234230812490488,0.000566167325648308
105,负责,122,0.15968586387434555,0.5523351371194946,0.000566167325648308
1377,法律,122,0.15968586387434555,0.8060951753583665,0.000566167325648308
10,地区,121,0.15837696335078533,0.532521356905505,0.0005615266098643054
3171,员工,121,0.15837696335078533,0.7570582113893503,0.0005615266098643054
1762,交流,121,0.15837696335078533,0.5971998027559405,0.0005615266098643054
2214,一位,121,0.15837696335078533,0.5397839713357101,0.0005615266098643054
274,手机,120,0.15706806282722513,0.9050352799688683,0.000556885894080303
8426,残疾人,119,0.15575916230366493,1.9968370784827312,0.0005522451782963004
5459,农民,119,0.15575916230366493,0.9188926321029808,0.0005522451782963004
1488,提出,118,0.1544502617801047,0.5552903623564484,0.0005476044625122979
808,新闻,117,0.1531413612565445,0.6396773591709813,0.0005429637467282953
160,诈骗,117,0.1531413612565445,1.2320461016662574,0.0005429637467282953
1489,研究,117,0.1531413612565445,0.6697588568513813,0.0005429637467282953
217,稳定,117,0.1531413612565445,0.5867139378013435,0.0005429637467282953
2563,习近平,116,0.1518324607329843,0.823502884571393,0.0005383230309442929
539,驾驶,116,0.1518324607329843,1.2149003399773943,0.0005383230309442929
1830,智慧,116,0.1518324607329843,0.8591947124681278,0.0005383230309442929
1878,领域,116,0.1518324607329843,0.6884975436711497,0.0005383230309442929
631,一批,116,0.1518324607329843,0.7017650403158013,0.0005383230309442929
1798,战略,115,0.1505235602094241,0.5965128907133409,0.0005336823151602903
2005,发挥,115,0.1505235602094241,0.5041315055102608,0.0005336823151602903
673,区域,115,0.1505235602094241,0.5142967569491043,0.0005336823151602903
35,辖区,115,0.1505235602094241,0.6327868639671274,0.0005336823151602903
1603,举办,114,0.14921465968586387,0.7178478813693329,0.0005290415993762878
475,同志,114,0.14921465968586387,0.7935376325337236,0.0005290415993762878
1666,标准,113,0.14790575916230367,0.5999273185682772,0.0005244008835922852
1804,体系,113,0.14790575916230367,0.6600433440250725,0.0005244008835922852
286,经营,113,0.14790575916230367,0.6297544250584866,0.0005244008835922852
60,来源,112,0.14659685863874344,0.4564888682837651,0.0005197601678082828
5190,党支部,112,0.14659685863874344,1.3371562430603527,0.0005197601678082828
1819,核心,112,0.14659685863874344,0.7223092118206191,0.0005197601678082828
2442,计划,111,0.14528795811518325,0.529603971896237,0.0005151194520242802
637,公安,110,0.14397905759162305,0.8768727346342888,0.0005104787362402777
1638,世界,109,0.14267015706806283,0.702536990730007,0.0005058380204562752
913,应急,109,0.14267015706806283,1.10135096521069,0.0005058380204562752
261,保护,109,0.14267015706806283,0.7262069250322043,0.0005058380204562752
1831,水平,109,0.14267015706806283,0.41507594322668284,0.0005058380204562752
1828,融合,109,0.14267015706806283,1.276402881171405,0.0005058380204562752
2269,北京,109,0.14267015706806283,0.7262252683146642,0.0005058380204562752
1048,女儿,108,0.14136125654450263,1.2626353588302157,0.0005011973046722726
149,一年,108,0.14136125654450263,0.5154481059634096,0.0005011973046722726
3080,客户,108,0.14136125654450263,0.9110472425742929,0.0005011973046722726
2564,总书记,108,0.14136125654450263,2.04537702005194,0.0005011973046722726
1341,感受,107,0.1400523560209424,0.49934498390357895,0.0004965565888882702
1948,男子,107,0.1400523560209424,0.9121745595766151,0.0004965565888882702
5207,改造,106,0.1387434554973822,0.7303876584038415,0.0004919158731042676
1608,优势,106,0.1387434554973822,0.5808684954873988,0.0004919158731042676
5511,示范,105,0.13743455497382198,0.6741258503401176,0.00048727515732026506
56,制度,105,0.13743455497382198,0.6381816336670352,0.00048727515732026506
2065,加大,105,0.13743455497382198,0.5184633963891346,0.00048727515732026506
2120,传统,104,0.13612565445026178,0.6019745716609036,0.00048263444153626254
3021,事业,104,0.13612565445026178,0.6062276555050139,0.00048263444153626254
3206,品牌,104,0.13612565445026178,0.7731632723585874,0.00048263444153626254
2084,多年,104,0.13612565445026178,0.6170859008093077,0.00048263444153626254
477,优秀,104,0.13612565445026178,0.643844214407344,0.00048263444153626254
1543,科技,104,0.13612565445026178,0.6169286632461715,0.00048263444153626254
2610,绿色,104,0.13612565445026178,1.0210845167231666,0.00048263444153626254
17795,月生,103,0.13481675392670156,3.6854859127878683,0.00047799372575226
2590,转型,102,0.13350785340314136,0.8402969023375474,0.0004733530099682575
2925,青年,102,0.13350785340314136,1.7393544665598466,0.0004733530099682575
502,公路,102,0.13350785340314136,0.9430508774061488,0.0004733530099682575
6654,报告,102,0.13350785340314136,0.9206773501062739,0.0004733530099682575
1826,互联网,102,0.13350785340314136,0.7705323363935019,0.0004733530099682575
2044,规范,102,0.13350785340314136,0.6074036103209418,0.0004733530099682575
16936,宽幅,102,0.13350785340314136,2.602556145468069,0.0004733530099682575
5340,安排,101,0.13219895287958114,0.41515224610155504,0.00046871229418425495
941,供电,101,0.13219895287958114,1.6645028379934188,0.00046871229418425495
968,岗位,101,0.13219895287958114,0.6464507397873406,0.00046871229418425495
972,力量,101,0.13219895287958114,0.42749732909540633,0.00046871229418425495
172,困难,101,0.13219895287958114,0.4820795431756105,0.00046871229418425495
3968,上海,101,0.13219895287958114,1.8121247069171675,0.00046871229418425495
3100,维护,101,0.13219895287958114,0.44254149140991095,0.00046871229418425495
2474,带来,101,0.13219895287958114,0.4245053481224086,0.00046871229418425495
1254,告诉,100,0.13089005235602094,0.42976144753297574,0.0004640715784002525
2040,队伍,100,0.13089005235602094,0.47303287233986685,0.0004640715784002525
140,接受,100,0.13089005235602094,0.4894222897011065,0.0004640715784002525
3533,设备,100,0.13089005235602094,0.5153422571540051,0.0004640715784002525
1823,南京,100,0.13089005235602094,1.885532858308188,0.0004640715784002525
381,当事人,100,0.13089005235602094,0.8237625567592828,0.0004640715784002525
385,规划,100,0.13089005235602094,0.6417811029131287,0.0004640715784002525
1200,女士,100,0.13089005235602094,1.1668213374662968,0.0004640715784002525
4920,招商,99,0.12958115183246074,1.6226452133166729,0.00045943086261624995
462,家人,99,0.12958115183246074,0.5043444985741241,0.00045943086261624995
2595,引领,99,0.12958115183246074,0.5631772547469877,0.00045943086261624995
1190,家里,99,0.12958115183246074,0.49667473759875613,0.00045943086261624995
630,成员,99,0.12958115183246074,0.6732713232528289,0.00045943086261624995
3570,始终,98,0.12827225130890052,0.46049484349337294,0.0004547901468322474
141,调查,98,0.12827225130890052,0.6031777122628768,0.0004547901468322474
1316,同事,98,0.12827225130890052,0.6841974889087028,0.0004547901468322474
1810,需求,98,0.12827225130890052,0.47170453540718,0.0004547901468322474
2017,医疗,98,0.12827225130890052,0.8085367289055914,0.0004547901468322474
9143,电商,97,0.12696335078534032,1.2536206120193032,0.0004501494310482449
3227,调研,97,0.12696335078534032,0.6931587690258145,0.0004501494310482449
4948,政治,97,0.12696335078534032,0.6194140275740939,0.0004501494310482449
1109,同学,97,0.12696335078534032,0.7298619770727365,0.0004501494310482449
531,最终,97,0.12696335078534032,0.42123286888341016,0.0004501494310482449
2935,贫困,97,0.12696335078534032,0.5594955830308804,0.0004501494310482449
2548,出行,96,0.1256544502617801,0.5974717169550297,0.00044550871526424237
6239,行政,96,0.1256544502617801,1.4446052355099728,0.00044550871526424237
230,主动,96,0.1256544502617801,0.4675699481972592,0.00044550871526424237
253,引导,96,0.1256544502617801,0.4295675080741511,0.00044550871526424237
250,中央,96,0.1256544502617801,1.08934416990744,0.00044550871526424237
4020,感谢,96,0.1256544502617801,0.527946729435505,0.00044550871526424237
2591,升级,95,0.1243455497382199,0.7536394861081942,0.00044086799948023984
1259,生命,95,0.1243455497382199,0.5344288966264101,0.00044086799948023984
4460,设施,95,0.1243455497382199,0.7219951895451306,0.00044086799948023984
1866,实践,95,0.1243455497382199,1.249128276706292,0.00044086799948023984
3980,切实,94,0.12303664921465969,0.4124119914971167,0.0004362272836962373
935,公里,94,0.12303664921465969,0.8101730719934489,0.0004362272836962373
1513,故事,94,0.12303664921465969,0.6449026012509071,0.0004362272836962373
3256,补贴,94,0.12303664921465969,2.2187610866040814,0.0004362272836962373
5820,我市,94,0.12303664921465969,0.8019803715784107,0.0004362272836962373
914,措施,94,0.12303664921465969,0.3929838252692119,0.0004362272836962373
3670,各项,93,0.12172774869109948,0.48710778654041453,0.0004315865679122348
2495,合作社,93,0.12172774869109948,0.7422172600665607,0.0004315865679122348
2067,力度,93,0.12172774869109948,0.4595151463294908,0.0004315865679122348
38,覆盖,93,0.12172774869109948,0.6442300320638507,0.0004315865679122348
2171,儿童,93,0.12172774869109948,1.046543508498567,0.0004315865679122348
2580,振兴,93,0.12172774869109948,0.7834359391429004,0.0004315865679122348
2864,营造,92,0.12041884816753927,0.3705989286526408,0.00042694585212823226
4588,美丽,92,0.12041884816753927,0.5470535909669599,0.00042694585212823226
515,线索,92,0.12041884816753927,0.5564054239475799,0.00042694585212823226
3107,校园,92,0.12041884816753927,1.4572152832749756,0.00042694585212823226
2456,未来,92,0.12041884816753927,0.537468461485309,0.00042694585212823226
2707,工业,92,0.12041884816753927,0.8502105161301043,0.00042694585212823226
26,本次,92,0.12041884816753927,0.43528361695661216,0.00042694585212823226
724,近日,92,0.12041884816753927,0.3563512895515251,0.00042694585212823226
1997,启动,91,0.11910994764397906,0.4492806668426967,0.00042230513634422973
1536,一种,91,0.11910994764397906,0.5415115412979479,0.00042230513634422973
791,协调,91,0.11910994764397906,0.43155435271829734,0.00042230513634422973
4316,民生,91,0.11910994764397906,0.7674209080044866,0.00042230513634422973
3412,选择,91,0.11910994764397906,0.5511963091208216,0.00042230513634422973
85,接到,90,0.11780104712041885,0.4275465604813552,0.0004176644205602272
1906,毒品,90,0.11780104712041885,1.8042134863691377,0.0004176644205602272
1754,开发,90,0.11780104712041885,0.5782667149972956,0.0004176644205602272
2258,美国,90,0.11780104712041885,1.5649379310265135,0.0004176644205602272
2450,统一,90,0.11780104712041885,0.46001090924434873,0.0004176644205602272
574,经验,89,0.11649214659685864,0.5231112280724106,0.0004130237047762247
279,媒体,89,0.11649214659685864,0.46201049250183185,0.0004130237047762247
1238,找到,89,0.11649214659685864,0.42674480891612177,0.0004130237047762247
5034,交通安全,89,0.11649214659685864,1.0868898699551717,0.0004130237047762247
785,法官,89,0.11649214659685864,1.1443938855919886,0.0004130237047762247
2502,收入,88,0.11518324607329843,0.5747348277007243,0.00040838298899222215
806,更好,88,0.11518324607329843,0.4103426995224409,0.00040838298899222215
2226,江苏,87,0.11387434554973822,0.9063575532649022,0.0004037422732082196
2489,带动,87,0.11387434554973822,0.4985739302025649,0.0004037422732082196
5802,传销,86,0.112565445026178,2.2636119457770003,0.0003991015574242171
4053,儿子,86,0.112565445026178,0.5548110906634304,0.0003991015574242171
5089,中学,86,0.112565445026178,1.0187818596953517,0.0003991015574242171
1220,医生,85,0.11125654450261781,0.7930753944566818,0.00039446084164021457
22,监督,85,0.11125654450261781,0.5704107872465713,0.00039446084164021457
3097,设计,85,0.11125654450261781,0.8061906678074889,0.00039446084164021457
3481,母亲,85,0.11125654450261781,0.7276175747749949,0.00039446084164021457
863,线路,85,0.11125654450261781,0.8316939331555576,0.00039446084164021457
875,铁路,85,0.11125654450261781,0.7695281361175723,0.00039446084164021457
2524,土地,85,0.11125654450261781,0.7947037052571492,0.00039446084164021457
1879,理念,85,0.11125654450261781,0.40433407321136017,0.00039446084164021457
5690,高铁,84,0.1099476439790576,1.2572814282338984,0.00038982012585621204
2578,围绕,84,0.1099476439790576,0.39024561461667134,0.00038982012585621204
1102,面对,84,0.1099476439790576,0.42844235164226224,0.00038982012585621204
5947,垃圾,84,0.1099476439790576,0.8831549305418239,0.00038982012585621204
5064,和谐,83,0.10863874345549739,0.3858307197783592,0.0003851794100722095
468,救援,83,0.10863874345549739,0.8617313649664591,0.0003851794100722095
6627,榆林,83,0.10863874345549739,2.25909905208512,0.0003851794100722095
1351,科学,83,0.10863874345549739,0.49286996700794267,0.0003851794100722095
2008,依托,82,0.10732984293193717,0.4504505732906361,0.00038053869428820704
4257,历史,82,0.10732984293193717,0.4758843645277144,0.00038053869428820704
348,市委,82,0.10732984293193717,0.5204015419389343,0.00038053869428820704
721,身边,82,0.10732984293193717,0.43573150924328685,0.00038053869428820704
426,报警,82,0.10732984293193717,0.6191307594833011,0.00038053869428820704
124,配合,82,0.10732984293193717,0.3638971097183332,0.00038053869428820704
101,侦查,81,0.10602094240837696,0.635181986967896,0.0003758979785042045
2838,山区,81,0.10602094240837696,1.3633265516395612,0.0003758979785042045
799,公众,81,0.10602094240837696,0.46120470830545224,0.0003758979785042045
1940,网上,81,0.10602094240837696,0.5147025138121201,0.0003758979785042045
3430,公交,81,0.10602094240837696,1.3114892704923824,0.0003758979785042045
102,建筑,81,0.10602094240837696,1.3604865248170832,0.0003758979785042045
699,网友,81,0.10602094240837696,0.7845087020109694,0.0003758979785042045
1871,先进,81,0.10602094240837696,0.5655123553075021,0.0003758979785042045
2493,种植,80,0.10471204188481675,0.5693430630745281,0.000371257262720202
3081,体验,80,0.10471204188481675,0.5624931834536593,0.000371257262720202
2016,就业,80,0.10471204188481675,0.6157548608274607,0.000371257262720202
